,nombre_artista,bio,listeners,playcount,similar
235,Nova,"There are at least 20 different bands named Nova:

1. A Finnish progressive rock group.
2. A Finnish rap artist
3. A Dutch electronic music group
4. A French pop rock band. 
5. An Italian gothic/neo-folk group.
6. An Italian progressive rock/jazz fusion group.
7. An American jazz fusion group.
8. A Swedish dance (lindyhop/foxtrot etc) band
9. A Russian pop rock group.
10. An alias of electronic music producer L-Vee (aka Airwave)
11. An American alternative rock band. <a href=""https://www.last.fm/music/Nova"">Read more on Last.fm</a>",458326,5559772,"['Tevomxntana', 'Plaza', 'Justine Skye', 'Framed', 'Summer Walker, NO1-NOAH']"
236,Pramod Premi Yadav," <a href=""https://www.last.fm/music/Pramod+Premi+Yadav"">Read more on Last.fm</a>",506,2072,"['Shilpi Raj', 'Ankush Raja', 'Neelkamal Singh', 'Samar Singh', 'Khesari Lal Yadav']"
237,Prakash Jal," <a href=""https://www.last.fm/music/Prakash+Jal"">Read more on Last.fm</a>",14,16,[]
238,Jean Pierre Magnet,"Saxophonist, musician, songwriter, producer and director are trades which emphasizes Jean Pierre Magnet Vargas Prada . Oldest of three children , the son of French Basque father ( music aficionado ) and Lima mother ( glad for decoration ) began his musical career at an early age while living in the Country Club Lima Hotel , where his father worked . Was there every night he reveled in the harmonious notes of the band that played at the famous restaurant ""Aquarium "" that came to convince him of wanting to be a musician. <a href=""https://www.last.fm/music/Jean+Pierre+Magnet"">Read more on Last.fm</a>",666,8959,"['Wayruro', 'Perujazz', 'Arturo ""Zambo"" Cavero', 'Frágil', 'Manante']"
239,Purba Dam," <a href=""https://www.last.fm/music/Purba+Dam"">Read more on Last.fm</a>",122,508,"['Debabrata Biswas', 'Ritu Guha', 'Chinmoy Chatterjee', 'Sagar Sen', 'Suchitra Mitra']"
240,NVDES,"NVDES is a Los Angeles-based experimental electropop project formed by musician and producer Josh Ocean, best known as one-half of the duo Ghost Beach. <a href=""https://www.last.fm/music/Nvdes"">Read more on Last.fm</a>",87757,595883,"['Suzi Wu', 'Oliver Tree', 'NoMBe', 'Elohim', 'evalyn']"
241,Sunil Chhaila Bihari," <a href=""https://www.last.fm/music/Sunil+Chhaila+Bihari"">Read more on Last.fm</a>",108,273,"['Sharda Sinha', 'Kalpana Patowary', 'Kavita Paudwal', 'Kalpana', 'Devi']"
242,Humane Sagar," <a href=""https://www.last.fm/music/Humane+Sagar"">Read more on Last.fm</a>",631,7595,"['Namita Agrawal', 'Kumar Bapi', 'Ira Mohanty', 'Abhijit Majumdar', 'Akshaya Mohanty']"
243,Jacob Latimore,"Born August 10th 1996, Jacob Latimore possesses vocal talent that spans far beyond his years, proving that age is nothing but a number when it comes to performing.  Considering the stage his second home Jacob declares, “I love performing, this is what I do.  I am not forced to do this; I do it because I love it.”

Surrounded by music since birth, Jacob’s father and uncles make up the inspirational quartet The Latimore Brothers.  By the time the singer/dancer turned 9-years old <a href=""https://www.last.fm/music/Jacob+Latimore"">Read more on Last.fm</a>",55163,339438,"['Mindless Behavior', 'Trevor Jackson', 'August Alsina', 'Omarion', 'Marques Houston']"
244,Vinod Ranta," <a href=""https://www.last.fm/music/Vinod+Ranta"">Read more on Last.fm</a>",3,5,[]
245,Sankalp Khetwal," <a href=""https://www.last.fm/music/Sankalp+Khetwal"">Read more on Last.fm</a>",43,92,[]
246,Marcos & Belutti," <a href=""https://www.last.fm/music/Marcos+"">Read more on Last.fm</a>",0,0,[]
247,Suman Gupta," <a href=""https://www.last.fm/music/Suman+Gupta"">Read more on Last.fm</a>",59,187,"['Nagpuri Diwana', 'kumar pritam', 'Manoj Sahri', 'Vinay Kumar', 'Nitesh Kachhap']"
248,Agnaldo Timoteo,"Specializing in a repertory of romantic, old-fashioned, and quite kitschy songs, Agnaldo Timóteo (10/16/1936 Caratinga, MG) became extremely popular with this simple formula and his vocal gifts, achieving prominence in the pantheon of Brazilian singers. Having albums released in Argentina (where he reached the hit parade), Mexico, the U.S.A., and England, he became so popular in Brazil that has been elected to political offices. 
The son of a poor family <a href=""https://www.last.fm/music/+noredirect/Agnaldo+Timoteo"">Read more on Last.fm</a>",14100,111318,[]
249,Rajeev Sharma," <a href=""https://www.last.fm/music/Rajeev+Sharma"">Read more on Last.fm</a>",87,463,"['Nati King Kuldeep Sharma', 'Shongi Deep Negi', 'Vicky Rajta', 'Kishan Verma, Sarla Dangi', 'Suresh Sharma']"
250,Jitendra Tomkyal," <a href=""https://www.last.fm/music/Jitendra+Tomkyal"">Read more on Last.fm</a>",134,642,"['Pappu Karki', 'Inder Arya', 'Rohit Chauhan', 'Rakesh Khanwal', 'Darshan Farswan']"
251,Saurav Hazarika," <a href=""https://www.last.fm/music/Saurav+Hazarika"">Read more on Last.fm</a>",239,1053,"['Bhaskar Opswel', 'Debangaraj', 'Sannidhya Bhuyan', 'Tanveer Masoom', 'Shankuraj Konwar']"
252,гурт ГУДАКИ," <a href=""https://www.last.fm/music/+noredirect/%D0%B3%D1%83%D1%80%D1%82+%D0%93%D1%83%D0%B4%D0%B0%D0%BA%D0%B8"">Read more on Last.fm</a>",104,236,"['гурт Вишня', 'гурт Селиські гудаки', 'гурт Козятинські козаки', 'Наталія Бунь', 'Михайло Березутський']"
253,Renuka Panwar," <a href=""https://www.last.fm/music/Renuka+Panwar"">Read more on Last.fm</a>",6579,49839,"['Ruchika Jangid', 'Gajender Phogat', 'Gagan Haryanvi', 'Shiva Choudhary', 'Vishvajeet Choudhary']"
254,黄静美,"黄静美是一位中国内地原创女歌手，被北京音你而来文化有限公司签约。她的代表作品包括《我热情如火，你冰冻成河》、《怎么做怎么过怎么活》、《红尘嗟叹》、《以前打扰了，以后不会了》、《多年以后》、《愿你》等‌‌。她的音乐风格多样，既有流行歌曲，也有古风歌曲，如《庄周一生梦一蝶》‌ <a href=""https://www.last.fm/music/%E9%BB%84%E9%9D%99%E7%BE%8E"">Read more on Last.fm</a>",1277,11514,"['王雨尘', '侯泽润', '陈舒岩', '雨蝶', '拾柒兄弟']"
255,Mansoor Ali Malangi," <a href=""https://www.last.fm/music/Mansoor+Ali+Malangi"">Read more on Last.fm</a>",234,1394,"['Noor Jehan', 'Attaullah Khan Esakhelvi', 'Hadiqa Kiani', 'Munni Begum', 'Nayyara Noor']"
256,MANOJ TIWARI,"Manoj Tiwari is a bhojpuri mega star, most popular bhojpuri singer,Television presenter and Director, hailing from Bihar, India who acts in Bhojpuri films.

Manoj Tiwari was born in Saryupareen Brahmins family in Atarwalia a small village in district Kaimur, Bihar, India.

In 2003, he decided to become an actor and took a role in the film Sasura Bada Paise Wala. Made on a budget of INR 3 million, the film went on to gross over INR 20 million. Sasura Bada Paisa Wala also introduced Manoj Tiwari <a href=""https://www.last.fm/music/Manoj+Tiwari"">Read more on Last.fm</a>",6172,37408,"['Vedesh Sookoo, Rajneesh, Shyamoo & Munna', 'Bashir Lone', 'Wajid', 'Altaf Raja', 'Kalpana']"
257,魏新雨," <a href=""https://www.last.fm/music/%E9%AD%8F%E6%96%B0%E9%9B%A8"">Read more on Last.fm</a>",4619,51618,"['王雨尘', '陈舒岩', '黄静美', '雨蝶', '暴林']"
258,Malika Egamberdiyeva," <a href=""https://www.last.fm/music/Malika+Egamberdiyeva"">Read more on Last.fm</a>",24,272,"['Saman (feat. Yas)', 'The Shah & Hand', ""SAN'AT JALILOV"", 'Farshad Fakhaar', 'Behnam Safarian']"
259,L Kan," <a href=""https://www.last.fm/music/+noredirect/L+Kan"">Read more on Last.fm</a>",979,7753,[]
260,Nihan," <a href=""https://www.last.fm/music/Nihan"">Read more on Last.fm</a>",1252,9491,"['Niran Ünsal', 'Deniz Seki', 'Izel', 'Tuğba Özerk', 'Günce']"
261,Sudesh Kumari," <a href=""https://www.last.fm/music/Sudesh+Kumari"">Read more on Last.fm</a>",188,501,"['Amar Noori', 'Manpreet Akhtar', 'Sardool Sikander', 'Harbhajan Mann', 'Ravinder Grewal']"
262,Lolita Garrido,"Lolita Garrido (Dolores Garrido Guardiola, Manises, Valencia, 24 March 1928 - 15 November 2018) was a Spanish bolero singer. Nicknamed ""The Bride of Swing"". 

The oldest type of bolero originated in Spain during the late 18th century as a form of ballroom music, which influenced art music composers around the world, most famously Maurice Ravel's Boléro, as well as a flamenco style known as boleras. <a href=""https://www.last.fm/music/Lolita+Garrido"">Read more on Last.fm</a>",1132,5276,"['Gelu', 'Carmen Sevilla', 'Los Brincos', 'Vainica Doble', 'Conchita Bautista']"
263,Jose Asunción," <a href=""https://www.last.fm/music/Jose+Asunci%C3%B3n"">Read more on Last.fm</a>",1798,6698,"['Reynaldo Bastida', 'Kanticos', 'Graziatto', 'WoodenSound', 'Purple Lions']"
264,Rabin Boro," <a href=""https://www.last.fm/music/Rabin+Boro"">Read more on Last.fm</a>",1,3,[]
265,Keval Jaywant Walanj," <a href=""https://www.last.fm/music/Keval+Jaywant+Walanj"">Read more on Last.fm</a>",3,3,[]
266,Peter Koelewijn,"Peter Koelewijn (born 29 December 1940 in Eindhoven, the Netherlands) is a founding father of Dutch language rock and roll. Koelewijn is also a successful producer and songwriter for other Dutch artists. His most famous song is Kom van dat dak af ('Get off the roof').

Peter Koelewijn was born on the 29 December, the son of a fishmonger in the southern Dutch city of Eindhoven. At the age of thirteen he received his first guitar. In 1957 he started writing his first songs in English. <a href=""https://www.last.fm/music/Peter+Koelewijn"">Read more on Last.fm</a>",20819,104366,"['Circus Custers', 'Henk Westbroek', 'Conny Vandenbos', 'Liesbeth List & Ramses Shaffy', 'De Jazzpolitie']"
267,Endank Soekamti,"Endank Soekamti is a three-piece pop punk band) from Yogyakarta, Indonesia, established in January 2001.
The band consists of Ari (Drums), Dory (Guitar) and Erix (Bass and Vocals) Their very first performance was held in in Java Café,  Yogyakarta.

With the aid from Pongky Jikustik and Tony traX, they were able to release some albums as follow.

Discography

KELAS 1 
1. Carikan Cinta
2. Bau Mulut
3. Harus Laku
4. Kemari
5. Seberapa Besar
6. Satyo Dan Rio <a href=""https://www.last.fm/music/Endank+Soekamti"">Read more on Last.fm</a>",12968,290496,"['Rocket Rockers', 'Netral', 'Close Head', 'Remember Of Today', 'Rif']"
268,Farofa Tropikal," <a href=""https://www.last.fm/music/Farofa+Tropikal"">Read more on Last.fm</a>",134,1228,"['Nelsinho Rodrigues', 'Banda Floresta Nativa', 'Alberto Moreno', 'mestre solano', 'Aldo Sena']"
269,Christian Delagrange," <a href=""https://www.last.fm/music/Christian+Delagrange"">Read more on Last.fm</a>",3850,19125,"['Christian Adam', 'Michele Torr', 'Gilles Dreu', 'Jean-François Michael', 'David Alexandre Winter']"
270,Sandeep Chandel," <a href=""https://www.last.fm/music/Sandeep+Chandel"">Read more on Last.fm</a>",92,502,"['Harender Nagar', 'Abhishek Sikheda', 'Khasa Aala Chahar', 'Billa Sonipat Ala', 'Sumit Parta']"
271,Rennie!," <a href=""https://www.last.fm/music/Rennie%21"">Read more on Last.fm</a>",274,643,"['Iris Temple', 'Ben esser', 'Boye & Sigvardt', 'Andrey Azizov', 'Midnight Quickie']"
272,Pete Rugolo,"Pete Rugolo (December 25, 1915 - October 16, 2011) was a Sicilian-born jazz composer and arranger.

He was born in San Piero Patti, Sicily. His family emigrated to the United States in 1920 and settled in Santa Rosa, California. He started his musical career playing the baritone, like his father, but he quickly branched out into other instruments, notably the French horn and the piano. He received a bachelor's degree from San Francisco State College, and then studied composition with Darius Milhaud at Mills College in Oakland, California. <a href=""https://www.last.fm/music/Pete+Rugolo"">Read more on Last.fm</a>",3447,26988,"['King Palmer', 'Wilfred Burns', 'Sam Fonteyn', 'Kenny Graham', 'Jack Beaver']"
273,Freja Kirk,"Danish neo soul pop <a href=""https://www.last.fm/music/Freja+Kirk"">Read more on Last.fm</a>",13731,66747,"['Svea S', 'Hjalmer', 'Gregersen', 'Annika Aakjær', 'Moses: ""Andreas""']"
274,Turn N Fire," <a href=""https://www.last.fm/music/Turn+N+Fire"">Read more on Last.fm</a>",34,176,['Timeshares']
275,Holly Dunn,"Holly Suzette Dunn (August 22, 1957 – November 15, 2016) was an American country music singer and songwriter. 

The sister of songwriter Chris Waters, Dunn recorded for MTM Records between 1985-1988, Warner Bros. Records between 1988–93, and River North Records between 1995-97. She released ten albums and charted nineteen singles plus two duets on the Hot Country Songs charts. Of her single releases, two — ""Are You Ever Gonna Love Me"" and ""You Really Had Me Going"" — went to number 1. Dunn retired from music in 2003. <a href=""https://www.last.fm/music/Holly+Dunn"">Read more on Last.fm</a>",24502,171742,"['Janie Fricke', 'Eddy Raven', 'Charly McClain', 'Highway 101', 'The Kendalls']"
276,Octorama," <a href=""https://www.last.fm/music/Octorama"">Read more on Last.fm</a>",115,707,"['Primeira Estrada', 'Reforma Ativa', 'Veio Rock', 'Bruno Misso', 'Diogo Darkie']"
277,Rodzeng," <a href=""https://www.last.fm/music/Rodzeng"">Read more on Last.fm</a>",47,110,"['Lord Ekomy Ndong', ""BA'PONGA"", 'Ng Bling', 'J-Rio']"
278,Megas,"Megas (born April 7, 1945 in Reykjavík, Iceland), is a renowned rock and roll singer, songwriter and writer.

Being an admirer of Elvis Presley, Megas welcomed the arrival of rock & roll to Iceland by 1956, although his interest in music had to be postponed while he attended grammar school in 1960.

While he was young, he studied piano and showed skill at painting. He wrote outrageous short stories for the school papers and in 1968 he also published the sheet music and lyrics to 14 songs, many of which would be released on his first records. <a href=""https://www.last.fm/music/Megas"">Read more on Last.fm</a>",27458,240527,"['Monolism', 'Decisive Koala', 'King Palm', 'Graeda', 'Krosia']"
279,Barbara Dickson,"Barbara Dickson is a Scottish singer, best known for her stage and concert performances.

Dickson was born in Dunfermline. Her singing career started in folk clubs around her native Fife in the sixties, exposing her to a rich combination of traditional and contemporary music. In the early seventies, she sang at a Liverpool folk club run by a young student teacher called Willy Russell. He showed Barbara the first draft of what would later become the award winning musical, ‘John, Paul, George, Ringo…. <a href=""https://www.last.fm/music/Barbara+Dickson"">Read more on Last.fm</a>",24714,167857,"['Elkie Brooks', 'Olivia Newton-John', 'Shirley Bassey', 'Elaine Paige', 'Sheena Easton']"
280,Nisha Singh," <a href=""https://www.last.fm/music/Nisha+Singh"">Read more on Last.fm</a>",18,27,[]
281,Ajay Mali," <a href=""https://www.last.fm/music/Ajay+Mali"">Read more on Last.fm</a>",5,11,"['Jagdish Sandhanshiv', 'Bhaiya More', 'Vinod Kumavat', 'Ramakant Kapadnis', 'Anna Surwade']"
282,Bruderschaft Orchester," <a href=""https://www.last.fm/music/Bruderschaft+Orchester"">Read more on Last.fm</a>",1860,5235,"['The Chinese Red Army Choir', 'La Musique des Armées', 'U.S.N.B.', 'Vienna State Opera Orchestra', 'Chorale De Saint Cyr']"
283,Ranjeet Singh," <a href=""https://www.last.fm/music/Ranjeet+Singh"">Read more on Last.fm</a>",114,809,"['Shilpi Raj', 'Vicky Raj', 'Chandan Chanchal', 'Shivani Singh', 'Jhijhiya Star Niraj Nirala']"
284,Shital Thakor," <a href=""https://www.last.fm/music/Shital+Thakor"">Read more on Last.fm</a>",69,154,"['Kinjal Dave', 'Farida Meer', 'Kirtidan Gadhvi', 'Rupal Doshi', 'Kirtidan Ghadhavi']"
285,Mat Ngoc," <a href=""https://www.last.fm/music/Mat+Ngoc"">Read more on Last.fm</a>",379,3311,"['May Trang', 'Thanh Thao', 'Hồ Quỳnh Hương', 'Lam Trường', 'Bảo Thy']"
286,Triángulo de Amor Bizarro,"Triángulo de Amor Bizarro (Bizarre Love Triangle) is a band from A Coruña, Galicia. Their palette of sounds moves between the obsessiveness and hypnotism of shoegazer geometry, exactly as The Jesus and Mary Chain and My Bloody Valentine used to do. They are followers of No Wave and Kraut progression taken from the legacy of bands such as Stereolab.

They self-produced and released themselves their first two demos, coming second twice in a row in the Demo Project, organized by the Benicàssim International Festival (FIB). <a href=""https://www.last.fm/music/+noredirect/Tri%C3%A1ngulo+de+amor+bizarro"">Read more on Last.fm</a>",79722,2241459,[]
287,Tachenko," <a href=""https://www.last.fm/music/Tachenko"">Read more on Last.fm</a>",35932,491508,"['La Costa Brava', 'Francisco Nixon', 'Travolta', 'Tarik y la Fábrica de Colores', 'Clovis']"
288,Maronda," <a href=""https://www.last.fm/music/Maronda"">Read more on Last.fm</a>",2310,47283,"['Tórtel', 'Fernando Alfaro', 'McEnroe', 'Rusos Blancos', 'Tachenko']"
289,Soncai," <a href=""https://www.last.fm/music/Soncai"">Read more on Last.fm</a>",51,174,"['Demarco Flamenco', 'Sarayma', 'María Artés', 'Lorena Santos', 'Manuel González (Ex Rebujito)']"
290,Río Arga," <a href=""https://www.last.fm/music/R%C3%ADo+Arga"">Read more on Last.fm</a>",493,7015,"['La estrella de David', 'Doble Pletina', 'Neleonard', 'el buen hijo', 'Wild Honey']"
291,Sexy Sadie,"Sexy Sadie is a Spanish pop rock group from the island of Mallorca. They sing in English. They have released six full albums, plus one album of cover songs, one of rare tracks, one live album and one of remixes (all on the Subterfuge label). They formed in 1992, part of a wave of independent groups that arose in the early 1990s, along with Los Planetas and Manta Ray. They released their last album, Translate, in April 2006, and split in December. The band name ""Sexy Sadie"" is of course a reference to the Beatles song of the same name.
 <a href=""https://www.last.fm/music/Sexy+Sadie"">Read more on Last.fm</a>",47738,481847,"['Australian Blonde', 'Tachenko', 'La Costa Brava', 'El Hombre Burbuja', 'The Unfinished Sympathy']"
